"pkg_name","pkg_version","license_group","roxygen_yn","n_depends","rversion_min","rversion_min_modified","nauthors"
"colormap",0,"MIT",1,5,301,301,1
"WEE",1,"GPL",0,4,NA,303.3,5
"PhyInformR",1,"GPL",0,13,303,303,4
"CSclone",1,"GPL",1,5,210,210,1
"flock",0,"Apache",0,3,NA,303.3,1
"jointNmix",1,"GPL",0,3,300,300,3
"LEANR",1,"GPL",0,7,214,214,1
"Planesmuestra",0,"GPL",0,3,NA,303.3,1
"ptest",1,"GPL",1,6,300,300,1
"qiitr",0,"MIT",1,5,210,210,1
"sparkline",1,"MIT",1,6,NA,303.3,5
"XRSCC",0,"GPL",0,4,NA,303.3,1
"medfate",0,"GPL",0,6,210,210,1
"cthreshER",1,"GPL",1,1,301,301,2
"exteriorMatch",1,"GPL",0,0,NA,303.3,1
"RSIP",1,"GPL",0,5,NA,303.3,2
"HARtools",0,"GPL",1,11,300,300,2
"horseshoe",0,"GPL",1,2,301,301,4
"msaFACE",0,"GPL",0,0,210,210,3
"pirate",1,"MIT",1,8,NA,303.3,2
"rehh.data",1,"GPL",0,0,210,210,2
"wvtool",1,"GPL",0,1,210,210,2
"diffrprojectswidget",0,"MIT",1,10,300,300,3
"regtools",1,"GPL",0,6,NA,303.3,1
"Rga4gh",0,"GPL",1,3,301,301,1
"starmie",0,"MIT",1,21,303,303,2
"varband",0,"GPL",1,7,NA,303.3,1
"diffrprojects",0,"MIT",1,14,300,300,3
"varSel",0,"GPL",1,0,NA,303.3,1
"ordcrm",1,"GPL",1,3,303,303,2
"packagedocs",0,"MIT",1,14,301,301,3
"MiRAnorm",1,"GPL",1,13,301,301,2
"rtext",0,"MIT",1,13,300,300,3
"stringb",0,"MIT",1,5,300,300,1
"rRAP",1,"GPL",0,3,NA,303.2,1
"AdjBQR",1,"GPL",1,4,NA,303.2,1
"gtheory",0,"GPL",1,1,NA,303.2,1
"mhtboot",1,"GPL",1,3,300,300,1
"RDota2",0,"MIT",1,5,302,302,1
"rgeoapi",1,"GPL",1,4,NA,303.2,1
"endogenous",1,"GPL",0,1,NA,303.2,1
"spftir",0,"GPL",1,2,300,300,2
"triangulation",0,"LGPL",1,0,NA,303.2,1
"MIDN",1,"CC0",0,1,NA,303.2,2
"spellcheckr",0,"GPL",1,3,210,210,1
"fizzbuzzR",0,"GPL",1,0,301,301,1
"countyweather",0,"GPL",1,17,303,303,2
"IRATER",0,"GPL",0,5,300,300,2
"gym",0,"MIT",1,3,303,303,1
"ABC.RAP",0,"GPL",1,5,301,301,4
"corlink",1,"CC0",1,0,302,302,1
"ggloop",0,"GPL",1,8,NA,303.2,1
"MullerPlot",0,"GPL",1,5,NA,303.2,3
"validatejsonr",1,"BSD",1,5,NA,303.2,5
"PCSinR",0,"GPL",1,1,303,303,1
"cryst",0,"GPL",1,3,300,300,2
"TDPanalysis",0,"GPL",1,3,210,210,1
"GraphFactor",1,"GPL",0,1,NA,303.2,1
"KnapsackSampling",0,"GPL",1,3,303,303,1
"fontLiberation",0,"file LICENSE",1,0,300,300,6
"RSarules",1,"GPL",0,5,303,303,2
"types",1,"MIT",0,0,300,300,1
"dbfaker",0,"MIT",1,11,NA,303.2,1
"ISR3",0,"Unlimited",1,0,300,300,1
"scan",0,"GPL",0,4,210,210,2
"convertr",0,"MIT",1,5,301,301,1
"MethodCompare",0,"GPL",1,3,210,210,3
"exp2flux",0,"GPL",1,4,NA,303.2,4
"haploReconstruct",0,"GPL",1,10,302,302,3
"rgw",0,"MIT",0,1,NA,303.2,1
"valorate",1,"GPL",0,5,301,301,1
"ptwikiwords",0,"MIT",1,0,301,301,1
"sharpeRratio",1,"GPL",0,3,NA,303.2,1
"tsSelect",0,"GPL",1,1,300,300,1
"sAIC",1,"GPL",0,3,NA,303.2,2
"ordDisp",1,"GPL",1,2,NA,303.2,1
"EBASS",0,"GPL",1,3,NA,303.2,5
"fixedTimeEvents",1,"GPL",1,3,NA,303.2,2
"expandFunctions",0,"GPL",1,7,NA,303.2,1
"sBIC",0,"GPL",1,14,NA,303.2,2
